hostname,os,enviroment,country,node
LPITA017,LINUX,Production,Italy,17
SDITA007,SOLARIS,Development,Italy,7
ATDEU011,AIX,Testing,Germany,11
ATDEU012,AIX,Testing,Germany,12
LPIRL056,LINUX,Production,Ireland,56
LIIRL018,LINUX,Integration,Ireland,18
HPITA007,HP-UX,Production,Italy,7
STITA014,SOLARIS,Testing,Italy,14
SPIRL041,SOLARIS,Production,Ireland,41
SPIRL042,SOLARIS,Production,Ireland,42
LTESP022,LINUX,Testing,Spain,22
LIIRL019,LINUX,Integration,Ireland,19
LSITA018,LINUX,Staging,Italy,18
LTFRA009,LINUX,Testing,France,9
LSIRL049,LINUX,Staging,Ireland,49
LSIRL050,LINUX,Staging,Ireland,50
LSFRA009,LINUX,Staging,France,9
ASDEU013,AIX,Staging,Germany,13
STDEU023,SOLARIS,Testing,Germany,23
LPNOR011,LINUX,Production,Norway,11
STIRL028,SOLARIS,Testing,Ireland,28
APIRL022,AIX,Production,Ireland,22
ATIRL022,AIX,Testing,Ireland,22
SSESP016,SOLARIS,Staging,Spain,16
SSITA012,SOLARIS,Staging,Italy,12
LSIRL051,LINUX,Staging,Ireland,51
LDESP011,LINUX,Development,Spain,11
LTDEU031,LINUX,Testing,Germany,31
LTESP023,LINUX,Testing,Spain,23
SPDEU027,SOLARIS,Production,Germany,27
SSESP017,SOLARIS,Staging,Spain,17
LSIRL052,LINUX,Staging,Ireland,52
HSESP011,HP-UX,Staging,Spain,11
LIIRL020,LINUX,Integration,Ireland,20
LPITA018,LINUX,Production,Italy,18
ATITA008,AIX,Testing,Italy,8
LTITA018,LINUX,Testing,Italy,18
LTIRL036,LINUX,Testing,Ireland,36
LDITA010,LINUX,Development,Italy,10
SPIRL043,SOLARIS,Production,Ireland,43
APDEU024,AIX,Production,Germany,24
SSNOR002,SOLARIS,Staging,Norway,2
LSIRL053,LINUX,Staging,Ireland,53
SDNOR006,SOLARIS,Development,Norway,6
LIDEU013,LINUX,Integration,Germany,13
STITA015,SOLARIS,Testing,Italy,15
LTITA019,LINUX,Testing,Italy,19
SPITA016,SOLARIS,Production,Italy,16
HTESP007,HP-UX,Testing,Spain,7
SPITA017,SOLARIS,Production,Italy,17
LSIRL054,LINUX,Staging,Ireland,54
LSDEU033,LINUX,Staging,Germany,33
LPESP026,LINUX,Production,Spain,26
ATFRA006,AIX,Testing,France,6
HPFRA005,HP-UX,Production,France,5
LSDEU034,LINUX,Staging,Germany,34
APIRL023,AIX,Production,Ireland,23
LSDEU035,LINUX,Staging,Germany,35
AIIRL007,AIX,Integration,Ireland,7
LTDEU032,LINUX,Testing,Germany,32
SPESP020,SOLARIS,Production,Spain,20
LPDEU037,LINUX,Production,Germany,37
LPDEU038,LINUX,Production,Germany,38
SSIRL016,SOLARIS,Staging,Ireland,16
LTDEU033,LINUX,Testing,Germany,33
LSITA019,LINUX,Staging,Italy,19
LTESP024,LINUX,Testing,Spain,24
LPITA019,LINUX,Production,Italy,19
LSESP024,LINUX,Staging,Spain,24
ATDEU013,AIX,Testing,Germany,13
LSDEU036,LINUX,Staging,Germany,36
SPITA018,SOLARIS,Production,Italy,18
STIRL029,SOLARIS,Testing,Ireland,29
SSDEU022,SOLARIS,Staging,Germany,22
LDDEU014,LINUX,Development,Germany,14
LPESP027,LINUX,Production,Spain,27
ATESP016,AIX,Testing,Spain,16
STNOR008,SOLARIS,Testing,Norway,8
STDEU024,SOLARIS,Testing,Germany,24
APITA009,AIX,Production,Italy,9
SSIRL017,SOLARIS,Staging,Ireland,17
STESP017,SOLARIS,Testing,Spain,17
LPDEU039,LINUX,Production,Germany,39
LSITA020,LINUX,Staging,Italy,20
LTNOR010,LINUX,Testing,Norway,10
HTIRL013,HP-UX,Testing,Ireland,13
SDESP009,SOLARIS,Development,Spain,9
LPITA020,LINUX,Production,Italy,20
ASDEU014,AIX,Staging,Germany,14
STIRL030,SOLARIS,Testing,Ireland,30
SSITA013,SOLARIS,Staging,Italy,13
LPDEU040,LINUX,Production,Germany,40
HIITA001,HP-UX,Integration,Italy,1
STIRL031,SOLARIS,Testing,Ireland,31
SPDEU028,SOLARIS,Production,Germany,28
ATDEU014,AIX,Testing,Germany,14
HSIRL017,HP-UX,Staging,Ireland,17
LTDEU034,LINUX,Testing,Germany,34
ASESP011,AIX,Staging,Spain,11
SSIRL018,SOLARIS,Staging,Ireland,18
SPIRL044,SOLARIS,Production,Ireland,44
ASIRL019,AIX,Staging,Ireland,19
LSESP025,LINUX,Staging,Spain,25
LPNOR012,LINUX,Production,Norway,12
HSESP012,HP-UX,Staging,Spain,12
LDDEU015,LINUX,Development,Germany,15
LPITA021,LINUX,Production,Italy,21
LPESP028,LINUX,Production,Spain,28
LPITA022,LINUX,Production,Italy,22
LDESP012,LINUX,Development,Spain,12
LTDEU035,LINUX,Testing,Germany,35
HSIRL018,HP-UX,Staging,Ireland,18
LSDEU037,LINUX,Staging,Germany,37
LDIRL020,LINUX,Development,Ireland,20
LPIRL057,LINUX,Production,Ireland,57
LDFRA005,LINUX,Development,France,5
SPIRL045,SOLARIS,Production,Ireland,45
ATESP017,AIX,Testing,Spain,17
SPITA019,SOLARIS,Production,Italy,19
LDDEU016,LINUX,Development,Germany,16
LDDEU017,LINUX,Development,Germany,17
ATIRL023,AIX,Testing,Ireland,23
SSIRL019,SOLARIS,Staging,Ireland,19
SSIRL020,SOLARIS,Staging,Ireland,20
HTITA004,HP-UX,Testing,Italy,4
LTDEU036,LINUX,Testing,Germany,36
LSESP026,LINUX,Staging,Spain,26
SPITA020,SOLARIS,Production,Italy,20
LPDEU041,LINUX,Production,Germany,41
SSITA014,SOLARIS,Staging,Italy,14
LPESP029,LINUX,Production,Spain,29
LDITA011,LINUX,Development,Italy,11
LIDEU014,LINUX,Integration,Germany,14
ATDEU015,AIX,Testing,Germany,15
SPDEU029,SOLARIS,Production,Germany,29
SPESP021,SOLARIS,Production,Spain,21
STFRA014,SOLARIS,Testing,France,14
LTIRL037,LINUX,Testing,Ireland,37
SPITA021,SOLARIS,Production,Italy,21
ASIRL020,AIX,Staging,Ireland,20
LPESP030,LINUX,Production,Spain,30
ASIRL021,AIX,Staging,Ireland,21
LTESP025,LINUX,Testing,Spain,25
HDIRL009,HP-UX,Development,Ireland,9
ATIRL024,AIX,Testing,Ireland,24
SPDEU030,SOLARIS,Production,Germany,30
SPIRL046,SOLARIS,Production,Ireland,46
LPIRL058,LINUX,Production,Ireland,58
LTITA020,LINUX,Testing,Italy,20
LSIRL055,LINUX,Staging,Ireland,55
SIIRL013,SOLARIS,Integration,Ireland,13
LSESP027,LINUX,Staging,Spain,27
HPESP006,HP-UX,Production,Spain,6
STIRL032,SOLARIS,Testing,Ireland,32
STIRL033,SOLARIS,Testing,Ireland,33
LTDEU037,LINUX,Testing,Germany,37
HSITA004,HP-UX,Staging,Italy,4
SPITA022,SOLARIS,Production,Italy,22
LSIRL056,LINUX,Staging,Ireland,56
ASDEU015,AIX,Staging,Germany,15
LPITA023,LINUX,Production,Italy,23
ASFRA005,AIX,Staging,France,5
LPESP031,LINUX,Production,Spain,31
SDIRL009,SOLARIS,Development,Ireland,9
LSITA021,LINUX,Staging,Italy,21
LTITA021,LINUX,Testing,Italy,21
LSITA022,LINUX,Staging,Italy,22
APDEU025,AIX,Production,Germany,25
APESP012,AIX,Production,Spain,12
LSDEU038,LINUX,Staging,Germany,38
LSIRL057,LINUX,Staging,Ireland,57
ADFRA006,AIX,Development,France,6
LDDEU018,LINUX,Development,Germany,18
SPESP022,SOLARIS,Production,Spain,22
LSITA023,LINUX,Staging,Italy,23
LPFRA016,LINUX,Production,France,16
SSIRL021,SOLARIS,Staging,Ireland,21
LTDEU038,LINUX,Testing,Germany,38
HSESP013,HP-UX,Staging,Spain,13
LTITA022,LINUX,Testing,Italy,22
LPIRL059,LINUX,Production,Ireland,59
LSESP028,LINUX,Staging,Spain,28
LSITA024,LINUX,Staging,Italy,24
SSITA015,SOLARIS,Staging,Italy,15
SDIRL010,SOLARIS,Development,Ireland,10
SPNOR011,SOLARIS,Production,Norway,11
LPIRL060,LINUX,Production,Ireland,60
STESP018,SOLARIS,Testing,Spain,18
LPIRL061,LINUX,Production,Ireland,61
HIITA002,HP-UX,Integration,Italy,2
HSDEU011,HP-UX,Staging,Germany,11
SSESP018,SOLARIS,Staging,Spain,18
ATIRL025,AIX,Testing,Ireland,25
ATESP018,AIX,Testing,Spain,18
LPIRL062,LINUX,Production,Ireland,62
LPDEU042,LINUX,Production,Germany,42
SDIRL011,SOLARIS,Development,Ireland,11
LSFRA010,LINUX,Staging,France,10
STIRL034,SOLARIS,Testing,Ireland,34
LTIRL038,LINUX,Testing,Ireland,38
LDDEU019,LINUX,Development,Germany,19
HTESP008,HP-UX,Testing,Spain,8
ATESP019,AIX,Testing,Spain,19
HIIRL005,HP-UX,Integration,Ireland,5
STIRL035,SOLARIS,Testing,Ireland,35
STIRL036,SOLARIS,Testing,Ireland,36
AIITA005,AIX,Integration,Italy,5
LTNOR011,LINUX,Testing,Norway,11
SSIRL022,SOLARIS,Staging,Ireland,22
LPIRL063,LINUX,Production,Ireland,63
HSITA005,HP-UX,Staging,Italy,5
SSFRA007,SOLARIS,Staging,France,7
ASIRL022,AIX,Staging,Ireland,22
STNOR009,SOLARIS,Testing,Norway,9
AIIRL008,AIX,Integration,Ireland,8
ASIRL023,AIX,Staging,Ireland,23
LTESP026,LINUX,Testing,Spain,26
